역명,일자, 이용인원 , 승차인원 , 하차인원 
서구청,2023-06-24,11294,5680,5614
가정(루원시티),2023-06-24,15139,7823,7316
가정중앙시장,2023-06-24,9141,4466,4675
석남(거북시장),2023-06-24,4902,2310,2592
서부여성회관,2023-06-24,6139,3154,2985
인천가좌,2023-06-24,4953,2571,2382
가재울,2023-06-24,4140,2087,2053
주안국가산단,2023-06-24,1490,735,755
주안,2023-06-24,13093,5322,7771
시민공원(문화창작지대),2023-06-24,13125,6774,6351
석바위시장,2023-06-24,6503,3149,3354
인천시청,2023-06-24,4877,2289,2588
석천사거리,2023-06-24,6305,3405,2900
모래내시장,2023-06-24,13707,6692,7015
만수,2023-06-24,7925,4069,3856
남동구청,2023-06-24,5873,3043,2830
인천대공원,2023-06-24,6425,3185,3240
운연(서창),2023-06-24,1871,976,895
검단오류(검단산업단지),2023-06-25,1477,725,752
왕길,2023-06-25,1983,975,1008
검단사거리,2023-06-25,10041,5007,5034
마전,2023-06-25,4200,2019,2181
완정,2023-06-25,7537,3789,3748
독정,2023-06-25,3415,1653,1762
검암,2023-06-25,3313,1728,1585
검바위,2023-06-25,3109,1443,1666
아시아드경기장(공촌사거리),2023-06-25,5021,2663,2358
서구청,2023-06-25,7790,3854,3936
가정(루원시티),2023-06-25,10321,5268,5053
가정중앙시장,2023-06-25,6941,3365,3576
석남(거북시장),2023-06-25,3540,1657,1883
서부여성회관,2023-06-25,5096,2620,2476
인천가좌,2023-06-25,3388,1670,1718
가재울,2023-06-25,2915,1445,1470
주안국가산단,2023-06-25,650,314,336
주안,2023-06-25,9787,4008,5779
시민공원(문화창작지대),2023-06-25,10165,5182,4983
석바위시장,2023-06-25,4849,2378,2471
인천시청,2023-06-25,3486,1698,1788
석천사거리,2023-06-25,4611,2431,2180
모래내시장,2023-06-25,9705,4719,4986
만수,2023-06-25,6074,3163,2911
남동구청,2023-06-25,4328,2275,2053
인천대공원,2023-06-25,5655,2825,2830
운연(서창),2023-06-25,1295,670,625
검단오류(검단산업단지),2023-06-26,5607,2728,2879
왕길,2023-06-26,4944,2507,2437
검단사거리,2023-06-26,15479,8037,7442
마전,2023-06-26,8338,4135,4203
완정,2023-06-26,14071,7303,6768
독정,2023-06-26,7321,3611,3710
검암,2023-06-26,5322,2842,2480
검바위,2023-06-26,7049,3383,3666
아시아드경기장(공촌사거리),2023-06-26,8826,4707,4119
서구청,2023-06-26,15661,7786,7875
가정(루원시티),2023-06-26,21191,10844,10347
가정중앙시장,2023-06-26,10059,4879,5180
석남(거북시장),2023-06-26,5760,2784,2976
서부여성회관,2023-06-26,7363,3778,3585
인천가좌,2023-06-26,8108,4098,4010
가재울,2023-06-26,6809,3455,3354
주안국가산단,2023-06-26,5465,2655,2810
주안,2023-06-26,14355,6220,8135
시민공원(문화창작지대),2023-06-26,17197,8811,8386
석바위시장,2023-06-26,8070,3831,4239
인천시청,2023-06-26,6072,2893,3179
석천사거리,2023-06-26,8679,4460,4219
모래내시장,2023-06-26,13921,6744,7177
만수,2023-06-26,9471,4899,4572
남동구청,2023-06-26,8253,4322,3931
인천대공원,2023-06-26,3299,1661,1638
운연(서창),2023-06-26,2354,1254,1100
검단오류(검단산업단지),2023-06-27,5950,2958,2992
왕길,2023-06-27,5133,2564,2569
검단사거리,2023-06-27,17154,8916,8238
마전,2023-06-27,8780,4299,4481
완정,2023-06-27,15073,7803,7270
독정,2023-06-27,8233,4107,4126
검암,2023-06-27,5933,3223,2710
검바위,2023-06-27,7530,3618,3912
아시아드경기장(공촌사거리),2023-06-27,9684,5131,4553
서구청,2023-06-27,17511,8588,8923
가정(루원시티),2023-06-27,23278,11956,11322
가정중앙시장,2023-06-27,11266,5430,5836
석남(거북시장),2023-06-27,6306,3061,3245
서부여성회관,2023-06-27,8057,4127,3930
인천가좌,2023-06-27,8614,4325,4289
가재울,2023-06-27,7458,3839,3619
주안국가산단,2023-06-27,5707,2806,2901
주안,2023-06-27,15843,6775,9068
시민공원(문화창작지대),2023-06-27,18909,9725,9184
석바위시장,2023-06-27,8677,4153,4524
인천시청,2023-06-27,6908,3311,3597
석천사거리,2023-06-27,9520,4951,4569
모래내시장,2023-06-27,15950,7772,8178
만수,2023-06-27,10394,5381,5013
남동구청,2023-06-27,9542,4949,4593
인천대공원,2023-06-27,5660,2872,2788
운연(서창),2023-06-27,2739,1469,1270
검단오류(검단산업단지),2023-06-28,6037,2989,3048
왕길,2023-06-28,5205,2626,2579
검단사거리,2023-06-28,16900,8925,7975
마전,2023-06-28,8946,4352,4594
완정,2023-06-28,15427,8045,7382
독정,2023-06-28,8114,4062,4052
검암,2023-06-28,5968,3137,2831
검바위,2023-06-28,7585,3687,3898
아시아드경기장(공촌사거리),2023-06-28,9784,5234,4550
서구청,2023-06-28,18472,9147,9325
가정(루원시티),2023-06-28,23625,12088,11537
가정중앙시장,2023-06-28,11349,5485,5864
석남(거북시장),2023-06-28,6446,3090,3356
서부여성회관,2023-06-28,8301,4242,4059
인천가좌,2023-06-28,8620,4386,4234
가재울,2023-06-28,7396,3754,3642
주안국가산단,2023-06-28,5688,2793,2895
주안,2023-06-28,16048,6836,9212
시민공원(문화창작지대),2023-06-28,18848,9704,9144
석바위시장,2023-06-28,9324,4488,4836
인천시청,2023-06-28,7154,3478,3676
석천사거리,2023-06-28,9595,4987,4608
모래내시장,2023-06-28,16195,7865,8330
만수,2023-06-28,10984,5675,5309
남동구청,2023-06-28,9416,4911,4505
인천대공원,2023-06-28,5350,2711,2639
운연(서창),2023-06-28,2757,1472,1285
검단오류(검단산업단지),2023-06-29,5539,2680,2859
왕길,2023-06-29,4703,2355,2348
검단사거리,2023-06-29,14789,7735,7054
마전,2023-06-29,8120,3969,4151
완정,2023-06-29,13695,7179,6516
독정,2023-06-29,7090,3575,3515
검암,2023-06-29,5328,2928,2400
검바위,2023-06-29,6850,3273,3577
아시아드경기장(공촌사거리),2023-06-29,8727,4672,4055
서구청,2023-06-29,15079,7457,7622
가정(루원시티),2023-06-29,20970,10752,10218
가정중앙시장,2023-06-29,9355,4441,4914
석남(거북시장),2023-06-29,5477,2699,2778
서부여성회관,2023-06-29,7211,3668,3543
인천가좌,2023-06-29,7704,3905,3799
가재울,2023-06-29,6707,3446,3261
주안국가산단,2023-06-29,5448,2630,2818
주안,2023-06-29,13975,6012,7963
시민공원(문화창작지대),2023-06-29,16303,8378,7925
석바위시장,2023-06-29,7391,3578,3813
인천시청,2023-06-29,6025,2905,3120
석천사거리,2023-06-29,8366,4284,4082
모래내시장,2023-06-29,12349,6030,6319
만수,2023-06-29,8920,4667,4253
남동구청,2023-06-29,7857,4070,3787
인천대공원,2023-06-29,2682,1355,1327
운연(서창),2023-06-29,2158,1157,1001
검단오류(검단산업단지),2023-06-30,5783,2857,2926
왕길,2023-06-30,5317,2682,2635
검단사거리,2023-06-30,17841,9335,8506
마전,2023-06-30,8962,4467,4495
완정,2023-06-30,15776,8288,7488
독정,2023-06-30,8355,4185,4170
검암,2023-06-30,6091,3291,2800
검바위,2023-06-30,7511,3607,3904
아시아드경기장(공촌사거리),2023-06-30,9614,5197,4417
서구청,2023-06-30,17760,8797,8963
가정(루원시티),2023-06-30,23642,12179,11463
가정중앙시장,2023-06-30,11800,5644,6156
석남(거북시장),2023-06-30,6472,3130,3342
서부여성회관,2023-06-30,8500,4333,4167
인천가좌,2023-06-30,8542,4328,4214
가재울,2023-06-30,7346,3776,3570
주안국가산단,2023-06-30,5554,2672,2882
주안,2023-06-30,16433,6874,9559
시민공원(문화창작지대),2023-06-30,18706,9708,8998
석바위시장,2023-06-30,9227,4421,4806
인천시청,2023-06-30,6700,3208,3492
석천사거리,2023-06-30,9385,4886,4499
모래내시장,2023-06-30,16263,7930,8333
만수,2023-06-30,10739,5532,5207
남동구청,2023-06-30,9159,4733,4426
인천대공원,2023-06-30,4964,2509,2455
운연(서창),2023-06-30,2678,1437,1241
검단오류(검단산업단지),2023-07-01,2166,1146,1020
왕길,2023-07-01,3032,1556,1476
검단사거리,2023-07-01,13381,6860,6521
마전,2023-07-01,5730,2871,2859
완정,2023-07-01,9745,5112,4633
독정,2023-07-01,5056,2487,2569
검암,2023-07-01,4689,2540,2149
검바위,2023-07-01,3660,1754,1906
아시아드경기장(공촌사거리),2023-07-01,6590,3427,3163
서구청,2023-07-01,10627,5280,5347
가정(루원시티),2023-07-01,14129,7318,6811
가정중앙시장,2023-07-01,9251,4537,4714
석남(거북시장),2023-07-01,4551,2233,2318
서부여성회관,2023-07-01,5878,3004,2874
인천가좌,2023-07-01,4534,2285,2249
가재울,2023-07-01,3883,1979,1904
주안국가산단,2023-07-01,1501,736,765
주안,2023-07-01,12622,5059,7563
시민공원(문화창작지대),2023-07-01,12901,6645,6256
석바위시장,2023-07-01,6284,3060,3224
인천시청,2023-07-01,4379,2073,2306
석천사거리,2023-07-01,6036,3199,2837
모래내시장,2023-07-01,12655,6153,6502
만수,2023-07-01,7422,3865,3557
남동구청,2023-07-01,5571,2866,2705
인천대공원,2023-07-01,6174,3087,3087
운연(서창),2023-07-01,1659,865,794
검단오류(검단산업단지),2023-07-02,1484,742,742
왕길,2023-07-02,1942,960,982
검단사거리,2023-07-02,9936,4931,5005
마전,2023-07-02,4232,2066,2166
완정,2023-07-02,6764,3385,3379
독정,2023-07-02,3936,1913,2023
검암,2023-07-02,3331,1764,1567
검바위,2023-07-02,2984,1388,1596
아시아드경기장(공촌사거리),2023-07-02,4923,2598,2325
서구청,2023-07-02,7543,3791,3752
가정(루원시티),2023-07-02,9931,5061,4870
가정중앙시장,2023-07-02,6700,3290,3410
석남(거북시장),2023-07-02,3339,1581,1758
서부여성회관,2023-07-02,5010,2562,2448
인천가좌,2023-07-02,3174,1614,1560
가재울,2023-07-02,2906,1458,1448
주안국가산단,2023-07-02,708,333,375
주안,2023-07-02,9063,3741,5322
시민공원(문화창작지대),2023-07-02,10257,5221,5036
석바위시장,2023-07-02,4748,2329,2419
인천시청,2023-07-02,3324,1574,1750
석천사거리,2023-07-02,4391,2331,2060
모래내시장,2023-07-02,9367,4590,4777
만수,2023-07-02,5780,2942,2838
남동구청,2023-07-02,4178,2202,1976
인천대공원,2023-07-02,5600,2780,2820
운연(서창),2023-07-02,1297,668,629
검단오류(검단산업단지),2023-07-03,5792,2806,2986
왕길,2023-07-03,5170,2611,2559
검단사거리,2023-07-03,16584,8628,7956
마전,2023-07-03,8831,4346,4485
완정,2023-07-03,14934,7742,7192
독정,2023-07-03,8133,4031,4102
검암,2023-07-03,5869,3110,2759
검바위,2023-07-03,7297,3501,3796
아시아드경기장(공촌사거리),2023-07-03,9495,5085,4410
서구청,2023-07-03,16834,8351,8483
가정(루원시티),2023-07-03,22665,11550,11115
가정중앙시장,2023-07-03,10800,5176,5624
석남(거북시장),2023-07-03,6078,2963,3115
서부여성회관,2023-07-03,7955,4084,3871
인천가좌,2023-07-03,8239,4208,4031
가재울,2023-07-03,7261,3677,3584
주안국가산단,2023-07-03,5506,2682,2824
주안,2023-07-03,15259,6532,8727
시민공원(문화창작지대),2023-07-03,18428,9517,8911
석바위시장,2023-07-03,8840,4317,4523
인천시청,2023-07-03,6197,2976,3221
석천사거리,2023-07-03,9231,4740,4491
모래내시장,2023-07-03,15252,7415,7837
만수,2023-07-03,10089,5234,4855
남동구청,2023-07-03,9222,4712,4510
인천대공원,2023-07-03,4808,2388,2420
운연(서창),2023-07-03,2537,1310,1227
검단오류(검단산업단지),2023-07-04,5669,2756,2913
왕길,2023-07-04,4935,2438,2497
검단사거리,2023-07-04,15297,8030,7267
마전,2023-07-04,8492,4138,4354
완정,2023-07-04,14129,7357,6772
독정,2023-07-04,7563,3739,3824
검암,2023-07-04,5649,2918,2731
검바위,2023-07-04,7098,3403,3695
아시아드경기장(공촌사거리),2023-07-04,8964,4771,4193
서구청,2023-07-04,15384,7605,7779
가정(루원시티),2023-07-04,21465,10959,10506
가정중앙시장,2023-07-04,9926,4783,5143
석남(거북시장),2023-07-04,5516,2678,2838
서부여성회관,2023-07-04,7320,3738,3582
인천가좌,2023-07-04,7942,4015,3927
가재울,2023-07-04,6832,3462,3370
주안국가산단,2023-07-04,5552,2718,2834
주안,2023-07-04,14002,5949,8053
시민공원(문화창작지대),2023-07-04,17622,9073,8549
석바위시장,2023-07-04,8401,4051,4350
인천시청,2023-07-04,5953,2866,3087
석천사거리,2023-07-04,8996,4558,4438
모래내시장,2023-07-04,13484,6636,6848
만수,2023-07-04,9560,4988,4572
남동구청,2023-07-04,8259,4268,3991
인천대공원,2023-07-04,3572,1813,1759
운연(서창),2023-07-04,2364,1257,1107
검단오류(검단산업단지),2023-07-05,5885,2891,2994
왕길,2023-07-05,5288,2664,2624
검단사거리,2023-07-05,16765,8736,8029
마전,2023-07-05,8801,4323,4478
완정,2023-07-05,15558,8109,7449
독정,2023-07-05,8266,4158,4108
검암,2023-07-05,6090,3253,2837
검바위,2023-07-05,7410,3603,3807
아시아드경기장(공촌사거리),2023-07-05,9749,5216,4533
서구청,2023-07-05,17288,8458,8830
가정(루원시티),2023-07-05,23271,11951,11320
가정중앙시장,2023-07-05,11812,5683,6129
석남(거북시장),2023-07-05,6337,3074,3263
서부여성회관,2023-07-05,8347,4255,4092
인천가좌,2023-07-05,8631,4399,4232
가재울,2023-07-05,7500,3807,3693
주안국가산단,2023-07-05,5683,2745,2938
주안,2023-07-05,15903,6903,9000
시민공원(문화창작지대),2023-07-05,18767,9599,9168
석바위시장,2023-07-05,9152,4444,4708
인천시청,2023-07-05,6801,3238,3563
석천사거리,2023-07-05,9531,4948,4583
모래내시장,2023-07-05,16048,7792,8256
만수,2023-07-05,10659,5507,5152
남동구청,2023-07-05,9315,4866,4449
인천대공원,2023-07-05,5227,2634,2593
운연(서창),2023-07-05,2874,1511,1363
검단오류(검단산업단지),2023-07-06,5895,2914,2981
왕길,2023-07-06,5425,2749,2676
검단사거리,2023-07-06,17128,8929,8199
마전,2023-07-06,9021,4440,4581
완정,2023-07-06,15490,7990,7500
독정,2023-07-06,8609,4297,4312
검암,2023-07-06,6078,3230,2848
검바위,2023-07-06,7737,3796,3941
아시아드경기장(공촌사거리),2023-07-06,9444,5036,4408
서구청,2023-07-06,17146,8449,8697
가정(루원시티),2023-07-06,23673,12126,11547
가정중앙시장,2023-07-06,11462,5534,5928
석남(거북시장),2023-07-06,6251,3002,3249
서부여성회관,2023-07-06,8298,4248,4050
인천가좌,2023-07-06,8660,4405,4255
가재울,2023-07-06,7256,3656,3600
주안국가산단,2023-07-06,5774,2824,2950
주안,2023-07-06,15858,6805,9053
시민공원(문화창작지대),2023-07-06,18753,9616,9137
석바위시장,2023-07-06,9088,4359,4729
인천시청,2023-07-06,6928,3310,3618
석천사거리,2023-07-06,9581,4990,4591
모래내시장,2023-07-06,15529,7573,7956
만수,2023-07-06,10521,5391,5130
남동구청,2023-07-06,9361,4866,4495
인천대공원,2023-07-06,5365,2732,2633
운연(서창),2023-07-06,2688,1463,1225
검단오류(검단산업단지),2023-07-07,5924,2937,2987
왕길,2023-07-07,5555,2812,2743
검단사거리,2023-07-07,18570,9617,8953
마전,2023-07-07,9518,4776,4742
완정,2023-07-07,16627,8691,7936
독정,2023-07-07,9098,4543,4555
검암,2023-07-07,6364,3377,2987
검바위,2023-07-07,7871,3852,4019
아시아드경기장(공촌사거리),2023-07-07,9769,5303,4466
서구청,2023-07-07,17705,8714,8991
가정(루원시티),2023-07-07,24102,12374,11728
가정중앙시장,2023-07-07,11912,5702,6210
석남(거북시장),2023-07-07,6500,3215,3285
서부여성회관,2023-07-07,8800,4461,4339
인천가좌,2023-07-07,8634,4398,4236
가재울,2023-07-07,7534,3832,3702
주안국가산단,2023-07-07,5619,2750,2869
주안,2023-07-07,16634,7113,9521
시민공원(문화창작지대),2023-07-07,19211,9808,9403
석바위시장,2023-07-07,9265,4519,4746
인천시청,2023-07-07,6706,3187,3519
석천사거리,2023-07-07,9673,5103,4570
모래내시장,2023-07-07,16500,8049,8451
만수,2023-07-07,10909,5658,5251
남동구청,2023-07-07,9374,4872,4502
인천대공원,2023-07-07,5308,2695,2613
운연(서창),2023-07-07,2673,1425,1248
검단오류(검단산업단지),2023-07-08,2200,1171,1029
왕길,2023-07-08,3021,1580,1441
검단사거리,2023-07-08,13650,7032,6618
마전,2023-07-08,5978,2986,2992
완정,2023-07-08,10358,5417,4941
독정,2023-07-08,5621,2776,2845
검암,2023-07-08,4912,2643,2269
검바위,2023-07-08,3839,1864,1975
아시아드경기장(공촌사거리),2023-07-08,6943,3604,3339
서구청,2023-07-08,11192,5578,5614
가정(루원시티),2023-07-08,14667,7466,7201
가정중앙시장,2023-07-08,9572,4607,4965
석남(거북시장),2023-07-08,4852,2298,2554
서부여성회관,2023-07-08,6138,3224,2914
인천가좌,2023-07-08,4750,2429,2321
가재울,2023-07-08,4077,2069,2008
주안국가산단,2023-07-08,1504,743,761
주안,2023-07-08,13420,5489,7931
시민공원(문화창작지대),2023-07-08,13115,6730,6385
석바위시장,2023-07-08,6558,3186,3372
인천시청,2023-07-08,4609,2160,2449
석천사거리,2023-07-08,6245,3295,2950
모래내시장,2023-07-08,13147,6467,6680
만수,2023-07-08,7823,4017,3806
남동구청,2023-07-08,5893,3049,2844
인천대공원,2023-07-08,6141,3061,3080
운연(서창),2023-07-08,1914,984,930
검단오류(검단산업단지),2023-07-09,1371,657,714
왕길,2023-07-09,1819,906,913
검단사거리,2023-07-09,9146,4549,4597
마전,2023-07-09,3880,1877,2003
완정,2023-07-09,6472,3291,3181
독정,2023-07-09,3318,1611,1707
검암,2023-07-09,2967,1549,1418
검바위,2023-07-09,2716,1268,1448
아시아드경기장(공촌사거리),2023-07-09,4590,2462,2128
서구청,2023-07-09,6995,3528,3467
가정(루원시티),2023-07-09,9402,4730,4672
가정중앙시장,2023-07-09,6214,3053,3161
석남(거북시장),2023-07-09,3037,1436,1601
서부여성회관,2023-07-09,4383,2250,2133
인천가좌,2023-07-09,2988,1499,1489
가재울,2023-07-09,2636,1301,1335
주안국가산단,2023-07-09,704,338,366
주안,2023-07-09,8467,3520,4947
시민공원(문화창작지대),2023-07-09,9155,4647,4508
석바위시장,2023-07-09,4426,2132,2294
인천시청,2023-07-09,3194,1576,1618
석천사거리,2023-07-09,4032,2127,1905
모래내시장,2023-07-09,8155,3970,4185
만수,2023-07-09,5272,2718,2554
남동구청,2023-07-09,3684,1907,1777
인천대공원,2023-07-09,3495,1737,1758
운연(서창),2023-07-09,1177,609,568
검단오류(검단산업단지),2023-07-10,5789,2821,2968
왕길,2023-07-10,5279,2628,2651
검단사거리,2023-07-10,16412,8566,7846
마전,2023-07-10,8709,4266,4443
완정,2023-07-10,14991,7746,7245
독정,2023-07-10,8396,4196,4200
검암,2023-07-10,5948,3162,2786
검바위,2023-07-10,7364,3573,3791
아시아드경기장(공촌사거리),2023-07-10,9478,5049,4429
서구청,2023-07-10,16759,8339,8420
가정(루원시티),2023-07-10,22416,11471,10945
가정중앙시장,2023-07-10,11176,5398,5778
석남(거북시장),2023-07-10,6101,2956,3145
서부여성회관,2023-07-10,8011,4108,3903
인천가좌,2023-07-10,8191,4124,4067
가재울,2023-07-10,7228,3704,3524
주안국가산단,2023-07-10,5584,2723,2861
주안,2023-07-10,15059,6501,8558
시민공원(문화창작지대),2023-07-10,18391,9484,8907
석바위시장,2023-07-10,8984,4332,4652
인천시청,2023-07-10,6385,3089,3296
석천사거리,2023-07-10,8993,4684,4309
모래내시장,2023-07-10,15162,7323,7839
만수,2023-07-10,9893,5092,4801
남동구청,2023-07-10,8880,4625,4255
